Year,loc_ID,x,y,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_2_1,e_2_2,e_2_3,e_2_4,e_2_5,e_2_6,e_2_7,e_2_8,e_3_1,e_3_2,e_3_3,e_3_4,e_3_5,e_3_6,e_3_7,e_3_8,e_4_1,e_4_2,e_4_3,e_4_4,e_4_5,e_4_6,e_4_7,e_4_8,s_1_1,s_1_2,s_1_3,s_1_4,s_1_5,s_1_6,s_1_7,s_1_8,rs_1_1,rs_1_2,rs_1_3,rs_1_4,rs_1_5,rs_1_6,rs_1_7,rs_1_8,rs_2_1,rs_2_2,rs_2_3,rs_2_4,rs_2_5,rs_2_6,rs_2_7,rs_2_8,rs_3_1,rs_3_2,rs_3_3,rs_3_4,rs_3_5,rs_3_6,rs_3_7,rs_3_8,rs_4_1,rs_4_2,rs_4_3,rs_4_4,rs_4_5,rs_4_6,rs_4_7,rs_4_8,rs_5_1,rs_5_2,rs_5_3,rs_5_4,rs_5_5,rs_5_6,rs_5_7,rs_5_8,yield
2017,193,-93.50997203,39.42618749,81.1,44.3,2.9,6.7,49.4,81.9,103.7,142.6,70.6,31.3,31.7,47.2,7.1,88.6,187,148.5,23.1,16.1,4.1,5.1,12.8,14.3,20.9,24.6,10,3.9,-5.5,-4.3,-0.8,2.1,8.2,11.3,83.9,69.4,71.4,92,92,94.3,97.9,96.4,296.595,298.125,306.97,302.195,297.195,299.275,300.5633334,300.1311904,274.5,282.905,289.785,291.885,287.355,287.485,299.275,287.5985714,0.0981,0.13685,0.06285,0.046675,0.054825,0.1091,0.099266667,0.086809524,0.2031,0.2682,0.3553,0.43605,0.43045,0.288525,0.275533333,0.385008333,0.2511,0.24525,0.14495,0.090625,0.0883,0.1687,0.213766667,0.115875,59.6
2018,193,-93.50997203,39.42618749,83.5,33.6,6.2,0,4.7,68.8,72.6,120.3,135.3,10,11.9,35.4,44.6,68,34.7,110.2,20.8,13.2,5.3,3.3,6,12.1,15.7,29.4,8.1,1.1,-5.4,-8.7,-6.3,-0.1,1.8,15.9,70.3,46.2,46.2,46.2,59.1,97.9,59,43.4,291.045,307.585,303.7,300.44,301.01,299.305,300.7766666,300.5516666,270.175,288.225,292.915,291.185,291.315,285.325,299.305,288.3492858,0.130425,0.10965,0.05785,0.048675,0.03645,0.0696,0.099308333,0.07885119,0.21155,0.221025,0.403875,0.487225,0.41925,0.20225,0.278816667,0.369575,0.283525,0.241775,0.12475,0.089025,0.07285,0.1176,0.216683333,0.093158333,54.7
2019,193,-93.50997203,39.42618749,70.3,27.9,16.3,0,1.6,60.8,99.2,106.3,185.3,48,98.4,72.7,56.5,90.2,92.3,448.2,18.9,7.5,5.8,2.5,4.3,10.8,19.9,23.6,6.5,-2.9,-2.7,-7.8,-6.7,-1.4,6.9,11,97.9,97.9,97.9,97.9,97.9,97.9,88.5,97.9,296.01,298.825,303.84,303.35,297.64,298.56,299.5583334,299.6833334,273.165,279.88,289.275,291.455,289.255,288.28,298.56,287.1242858,0.141925,0.1092,0.106,0.05565,0.048975,0.06285,0.119041667,0.09194881,0.2459,0.2409,0.317,0.36675,0.4607,0.35225,0.267933333,0.393233333,0.2686,0.20095,0.26755,0.1336,0.08815,0.105075,0.2457,0.108941667,51.8
2020,193,-93.50997203,39.42618749,77.8,40.4,32.2,3.5,10.4,79.2,92.8,108.5,104.2,41.8,36.1,69.8,26.1,89.9,91.7,151,17.7,9,7.8,4.7,6,14.8,17.8,22.6,4.7,-1.7,-1.9,-5.7,-5,2.4,4.7,10.2,53.3,52.6,54.5,64.2,81.7,97.9,92.3,97.9,296.8,296.035,304.785,301.28,302.51,299.085,299.2066666,299.957381,275.415,280.72,290.355,292.435,289.41,284.965,299.085,287.4835714,0.1304,0.230375,0.0708,0.04285,0.06625,0.099975,0.143858333,0.112072619,0.236925,0.339025,0.359425,0.4813,0.4036,0.274875,0.311791667,0.386591667,0.289325,0.300825,0.1693,0.098025,0.117725,0.143025,0.25315,0.119591667,55
2021,193,-93.50997203,39.42618749,48.3,59,21.1,7.8,0,80.3,90.9,121.5,34.2,60,27.1,68.5,19.8,97.3,65.7,124.2,17.7,14.5,6.2,5.6,-0.4,15.5,19,23,4.9,3.5,-3.5,-4.8,-11.4,3.1,5.9,10.6,35.7,33.7,33.7,57,57,97.9,69.5,66,295.54,297.085,308.18,300.57,300.385,301.805,300.2683334,300.547619,276.395,281.54,289.975,290.755,291.62,285.465,301.805,288.2221428,0.129275,0.2109,0.0828,0.0437,0.05225,0.09445,0.140991667,0.107766667,0.238425,0.326625,0.313575,0.43435,0.451025,0.295425,0.292875,0.3936,0.28595,0.303525,0.204375,0.103825,0.106325,0.135975,0.264616667,0.115375,41.2
2003,194,-94.35583822,38.6461611,68.6,25.7,20.4,0,2.7,74.3,101.2,107.5,105.2,11.1,15.7,16.8,36.7,56.9,98.6,96.6,16.85,12.11,8.4,3.73,5.05,14.06,20.32,23.95,5.92,-0.49,-3.62,-8.54,-6.61,-0.07,7.77,11.57,47.2,32,26.6,26.6,30.5,54.5,47,31.3,299.785,298.195,301.05,301.715,304.18,297.695,299.6766666,300.3280952,278.36,281.26,287.645,291.29,289.9,282.46,297.695,286.9442858,0.10465,0.055675,0.045325,0.047825,0.04415,0.04885,0.06855,0.059289286,0.269325,0.344875,0.375425,0.4135,0.361275,0.318925,0.329875,0.364566667,0.184675,0.109225,0.0917,0.0951,0.086175,0.0891,0.128533333,0.090125,66.3
2004,194,-94.35583822,38.6461611,46.5,38.9,37.2,1.2,7.6,75.6,93.2,139.9,46.8,39.3,78.2,31.8,22.9,156.2,60.4,156.8,21.62,13.21,7.63,3.78,6.06,15.04,19.97,25.89,7.47,1.67,-2.27,-7.48,-5.67,2.96,7.66,13.73,12.4,10.9,47.1,48.1,55.1,95.1,59.3,68.4,294.915,299.165,298.405,298.495,297.95,296.59,297.495,297.5735714,276.365,279.49,287.515,291.045,286.685,284.43,296.59,286.0171428,0.0906,0.042725,0.0468,0.04845,0.04365,0.0495,0.060041667,0.054538095,0.2788,0.3283,0.413075,0.3847,0.3902,0.337075,0.340058333,0.370658333,0.16745,0.083475,0.08845,0.091525,0.082175,0.092475,0.113125,0.088725,46.1
2005,194,-94.35583822,38.6461611,88,49.1,28.1,2.2,39,63.7,76.9,84.3,102.7,102.9,18.2,93.7,55,29.2,51.1,78.6,21.07,13.5,8.61,4.07,9.68,13.7,20.18,25.04,9.32,3.48,-4.03,-5.62,-1.85,-0.04,7.74,11.37,47.4,95.1,84.4,95.1,95.1,61.3,32.9,23.3,295.035,298.01,302.42,302.27,302.145,298.82,298.4883334,299.5983334,277.865,279.19,290.205,291.475,289.715,286.67,298.82,287.7057142,0.0972,0.0592,0.04965,0.0531,0.04595,0.0469,0.068683333,0.060097619,0.30485,0.3769,0.385725,0.364,0.3558,0.323175,0.355825,0.347658333,0.1599,0.10515,0.088725,0.09715,0.0922,0.0896,0.117925,0.092983333,53.8
2006,194,-94.35583822,38.6461611,72.7,42,4.5,39.3,7.1,73.8,102.9,48.6,59.6,27.3,20.4,21.5,0.3,74.8,105.2,48.9,21.22,15.54,5.22,11.82,8.6,14.76,23.5,25.23,8.05,1.7,-5.72,-1.4,-5.73,1.88,9.58,12.96,47.4,31.3,31.7,27.4,20.5,17.8,14.8,12.6,297.455,298.545,303.635,307.2,301.1,296.62,299.8783334,300.6333334,277.98,282.97,288.755,292.915,290.7,283.61,296.62,287.65,0.09455,0.0537,0.049425,0.06475,0.0518,0.044675,0.065891667,0.060684524,0.27085,0.368425,0.379325,0.30675,0.3638,0.363925,0.339533333,0.344825,0.15885,0.0953,0.092025,0.135625,0.1049,0.08675,0.115391667,0.109091667,51.8
2007,194,-94.35583822,38.6461611,89.6,39.2,41.5,1.4,2.4,84.1,100.1,132.5,100.6,39.2,55.4,29.1,33.7,83.3,98.9,158.9,19.66,14.9,9.72,3.88,4.79,18.22,17.87,25.85,6.65,1.68,-1.87,-6.38,-6.99,5.84,5.34,14.82,14.1,12.1,23.2,24.7,27.5,74.2,68.2,86.6,291.85,295.705,301.04,303.355,302.35,298.03,296.1983334,298.3611904,279.065,285.065,289.605,291.36,292.68,285.535,298.03,288.7628572,0.08375,0.060175,0.043975,0.057325,0.051025,0.0431,0.062633333,0.05742619,0.28455,0.3751,0.37765,0.3535,0.36855,0.32075,0.345766667,0.3476,0.15455,0.105275,0.0814,0.11265,0.099425,0.081375,0.113741667,0.097816667,44.9
2008,194,-94.35583822,38.6461611,96.9,43.9,7.9,1.6,3.1,71.8,94.9,135.1,176.1,5.9,59.9,28.9,74,92.9,132.7,125.1,22.4,14.34,5.49,4.72,4.97,12.84,17.74,23.89,9.62,0.5,-5.01,-7.38,-6.38,-0.14,5.56,11.61,92.6,54.3,69.2,72.1,85.4,95.1,95.1,78.8,290.195,297.72,301.24,302.035,301.575,296.05,296.385,297.8857142,273.965,282.965,287.99,292.035,289.655,283.305,296.05,286.5664286,0.1195,0.062975,0.04515,0.05855,0.045275,0.038375,0.075875,0.063671429,0.27265,0.33325,0.365025,0.37025,0.369175,0.306175,0.323641667,0.348533333,0.1751,0.1039,0.081225,0.10915,0.0964,0.070875,0.120075,0.092141667,37.5
2009,194,-94.35583822,38.6461611,88.3,49,4.1,0,50.3,83.1,98.4,116.1,103.2,48.3,52.6,2.8,32.6,122.9,149.2,98.6,20.42,12.6,5.98,4.3,10.41,14.77,18.45,24.12,7.21,0.88,-7.05,-8.64,-3.57,1.63,5.96,12.16,95.1,92,95.1,95.1,95.1,95.1,95.1,72.7,294.085,297.645,300.795,300.29,298.835,293.88,297.5083334,297.5769048,274.57,282.965,289.915,289.34,289.675,283.535,293.88,286.2685714,0.117375,0.0603,0.041775,0.0512,0.049,0.073375,0.07315,0.066596429,0.25285,0.322025,0.3816,0.42655,0.429325,0.355025,0.318825,0.403633333,0.169825,0.099225,0.07355,0.09465,0.0947,0.10085,0.1142,0.096733333,48.5
2010,194,-94.35583822,38.6461611,68,49,2,0,0,66.7,113.1,127.5,188.6,38.3,50.3,17.1,35.1,71.6,102.7,156.7,16.02,16.16,3.7,0.33,2.71,13.62,22.32,23.93,5.63,4.06,-5.93,-8.56,-7.11,1.67,9.32,12.31,95.1,82.5,86,86,86,95.1,79.6,95.1,293.96,298.425,300.64,302.93,301.08,295.91,297.675,298.66,278.725,283.125,290.37,294.305,292.005,284.01,295.91,288.35,0.104075,0.050975,0.039775,0.067625,0.04305,0.042725,0.064941667,0.05902381,0.288775,0.359,0.3766,0.38355,0.3501,0.352325,0.341458333,0.361991667,0.144775,0.087725,0.068875,0.112175,0.092625,0.084225,0.100458333,0.096341667,38
2011,194,-94.35583822,38.6461611,74.7,50.7,3.2,0,3.8,72.1,110.9,127.5,23.5,45.7,11,29.1,49.9,63.9,106.9,135,23.26,14.44,5.08,2,5.81,13.3,20.79,23.74,7.37,1.04,-6.19,-9.74,-6.53,1.17,7.04,11.47,42.7,35.4,35.4,35.4,46.6,95.1,85.8,86.5,293.97,300.015,297.09,304.775,301.63,298.325,297.025,298.9757142,276.7,282.645,290.405,295.45,291.19,281.745,298.325,288.0657142,0.132125,0.05855,0.08595,0.048825,0.052825,0.056475,0.092208333,0.075279762,0.283225,0.34615,0.352875,0.349475,0.33035,0.3038,0.327416667,0.327875,0.173625,0.107775,0.089925,0.09965,0.11585,0.1125,0.123775,0.109333333,44.7
2012,194,-94.35583822,38.6461611,26.8,61.7,34.6,25.4,46.6,95.3,110.7,80.3,25.4,106.3,71.2,8.5,65.9,97.6,97.9,50.9,22.8,14.14,8.4,8.98,9.78,21.03,21.84,28.22,6.93,2.04,-2.47,-4.96,-2.5,7.48,9.22,14.45,14.1,53.3,85.9,69,84.9,82.4,64.8,32.8,297.01,300.195,304.68,309.5,307.32,301.535,300.6283334,302.9811904,280.305,286.51,290.03,294.14,288.925,280.45,301.535,288.8421428,0.062725,0.0406,0.04595,0.071425,0.085525,0.056075,0.049758333,0.058865476,0.335675,0.359775,0.3739,0.2899,0.2705,0.268625,0.35645,0.276341667,0.126425,0.083325,0.083925,0.13455,0.181675,0.111575,0.097891667,0.1426,52.9
2013,194,-94.35583822,38.6461611,69.3,27.2,26.7,12.7,21.7,64.1,91.3,117.1,71.3,27.3,27,35.5,47.8,66.7,113.8,212.1,20.04,16.02,9.17,6.98,7.16,10.14,17.5,23.72,6.15,0.98,-2.53,-5.56,-4.76,-1.77,4.61,11.73,11.2,10,9,15.9,36.4,52.6,69.9,95.1,291.36,295.68,300.41,302.335,302.01,299.235,295.8166666,298.1209524,273.385,285.285,289.165,290.705,290.94,288.13,299.235,288.1207142,0.10505,0.124525,0.046675,0.05355,0.05375,0.051975,0.092083333,0.075372619,0.24155,0.343475,0.4112,0.378,0.4007,0.313225,0.332075,0.363975,0.178775,0.135425,0.080925,0.1025,0.11165,0.1,0.131708333,0.104716667,55
2014,194,-94.35583822,38.6461611,86.2,42.4,2,0,0,78.2,102,98.5,144.7,31.7,22.4,15.3,27.6,33.3,98.6,73.3,20.4,12.01,5,3.64,3.11,12.66,19.76,25.97,6.94,-0.56,-7.27,-10.06,-8.99,-2.46,6.08,12.69,68,55.8,56.2,56.2,56.2,68.4,60.9,32.1,293.09,299.28,299.695,300.56,300.47,295.81,297.355,298.0371428,273.765,284.185,288.735,289.74,291.54,285.545,295.81,287.0457142,0.1452,0.09185,0.04315,0.0442,0.0359,0.042225,0.0934,0.070846429,0.285425,0.352225,0.414875,0.355575,0.373025,0.351375,0.350841667,0.359991667,0.2031,0.14595,0.0771,0.092825,0.0784,0.07685,0.14205,0.082691667,65
2015,194,-94.35583822,38.6461611,95.3,40.3,27.1,5.3,0,79,101.6,116.4,201.6,21,42.5,31.6,23.8,32.3,78.5,206.6,21.82,10.54,6.78,6.48,3.31,15.48,20.68,23.65,8.21,-2.46,-1.28,-6.82,-9.43,0.92,7.92,12.84,95.1,74.7,87.5,90.5,90.5,87,60,95.1,295.58,296.61,302.07,300.865,300.43,297.685,298.0866666,298.7609524,276.365,281.755,289.85,290.715,289.965,284.305,297.685,287.2342858,0.09475,0.0608,0.0384,0.04835,0.046625,0.05035,0.06465,0.057703571,0.2589,0.355625,0.380675,0.388325,0.366675,0.334525,0.331733333,0.363175,0.16965,0.099875,0.074525,0.087775,0.092325,0.0929,0.114683333,0.091,39.3
2016,194,-94.35583822,38.6461611,63.1,60.5,42.9,2.6,44.8,74.7,119.6,129,39.8,125.8,98.1,23.8,12.9,56.3,124.2,169.3,22.21,15.8,11.24,4.8,11,17.8,21.2,23.9,8.43,3.4,-0.5,-6.2,-2.8,3.6,8.1,11.5,31.2,90.2,95.1,95.1,81.5,60.3,58.6,90.4,296.13,299.745,305.535,301.66,300.425,298.555,300.47,300.36,276.89,282.56,291.18,292.86,290.495,287.2,298.555,288.5342858,0.096525,0.057925,0.068875,0.039125,0.046625,0.048875,0.074441667,0.061770238,0.272625,0.378675,0.375025,0.354075,0.39675,0.338325,0.342108333,0.36305,0.154675,0.1036,0.11595,0.07985,0.090175,0.090675,0.124741667,0.0869,58.1
2017,194,-94.35583822,38.6461611,88.4,44.5,10.2,17.5,44.2,91.5,106.2,145.8,71.5,23.3,25.7,55.3,7.8,93.4,194.5,153.8,24.4,17.6,6.1,6.9,14.2,15.9,20.9,25.1,10.4,4.1,-5.3,-4.3,-0.1,2.9,8.8,11.7,74.6,52.3,53.3,85.2,64.8,62,95.1,95.1,292.87,296.835,305.845,306.295,300.535,299.895,298.5166666,300.1130952,276.675,283.535,290.3,292.86,288.365,287.355,299.895,288.4264286,0.11585,0.0816,0.049775,0.066425,0.0631,0.052575,0.082408333,0.073104762,0.30085,0.339275,0.341325,0.327975,0.3144,0.31075,0.32715,0.317708333,0.184875,0.1111,0.091675,0.125875,0.1008,0.095925,0.129216667,0.107533333,61.8
2018,194,-94.35583822,38.6461611,93,34.2,13.8,1.3,16.3,78.8,60.6,105.1,130.2,7.3,9.6,31.8,46.6,56.9,34,101,22,14.9,7.1,5,7.6,13.9,16.3,29.4,8.2,1.8,-4.4,-8.1,-5.7,0.8,2.6,16,59.9,32.6,28.1,29.4,55,60.2,32,22.8,293.135,304.89,302.13,303.67,301.395,298.265,300.0516666,300.505238,274.11,287.785,292.225,291.865,291.53,286.14,298.265,288.8457142,0.1278,0.06055,0.049875,0.06355,0.04835,0.044675,0.079408333,0.067744048,0.252325,0.308125,0.395375,0.3576,0.3699,0.303375,0.318608333,0.343625,0.202975,0.11195,0.091625,0.136225,0.092325,0.083225,0.135516667,0.103925,65
2019,194,-94.35583822,38.6461611,77.5,39.2,23.3,2.6,5,66.5,108.9,109.1,208.7,44.6,83.6,50.9,47,76.2,109.6,248,19.9,9.7,7.1,4.8,5.9,11.7,20.4,24.1,7.2,-2.7,-2.9,-6.3,-6.1,-0.9,7.7,11.7,95.1,95.1,95.1,95.1,95.1,95.1,91.2,95.1,295.685,298.55,303.11,303.8,299.675,299.33,299.115,299.895,274.11,282.89,289.8,292.37,290.31,288.665,299.33,288.2107142,0.098775,0.046075,0.04975,0.053775,0.075325,0.03785,0.064866667,0.060916667,0.272575,0.3353,0.401,0.3613,0.356175,0.3362,0.336291667,0.351225,0.162775,0.075325,0.080425,0.1079,0.097075,0.079125,0.106175,0.0947,38.2
2020,194,-94.35583822,38.6461611,81.8,45.9,35.4,14.8,24.3,88.7,94.4,109.2,83.6,44.2,30,69.5,31.8,103.8,89.2,140.3,18.6,10.5,9.3,6.4,7.5,16.2,18.3,22.9,5.3,-1.1,-1.5,-4.9,-4.6,3.4,5.6,10.7,80.3,76.5,69.6,94.3,95.1,95.1,85.5,95.1,292.08,292.26,301.31,302.645,300.665,298.095,295.2166666,297.467381,278.345,281.295,291.14,292.575,289.4,285.285,298.095,288.0192858,0.100075,0.159325,0.034725,0.0497,0.20765,0.0534,0.098041667,0.100416667,0.279275,0.40015,0.402975,0.34785,0.4498,0.3072,0.3608,0.368283333,0.1707,0.155025,0.074425,0.10875,0.15125,0.084775,0.133383333,0.114925,52.1
2021,194,-94.35583822,38.6461611,57.7,61.9,23.5,14.7,0,85.1,94.4,121.7,55.7,63.5,22,72.2,17.3,108.9,73.7,146.4,18.7,15.7,8,6.6,1.3,16.3,19,23,5.6,3.7,-2.9,-4.7,-10.8,3.5,6.3,10.8,17.8,16.2,13.7,45.5,45.5,95.1,70.7,88.1,293.57,294.605,303.97,301.635,301.185,300.49,297.3816666,298.9766666,275.135,282.29,288.445,291.485,292.915,286.51,300.49,288.1814286,0.09535,0.097125,0.04045,0.0456,0.044625,0.0491,0.077641667,0.064270238,0.294025,0.373325,0.379925,0.345475,0.3438,0.33405,0.349091667,0.341108333,0.1687,0.127425,0.08095,0.096525,0.08365,0.095375,0.125691667,0.09185,50
2003,195,-93.85748477,37.72465842,72.2,24.3,41.5,2.1,9.4,76.4,102.1,128,77.4,19,55.3,13.9,54.5,87.9,94.8,131.1,18.23,13.52,9.58,5.47,6.49,15.19,21.23,24.6,6.41,-0.02,-3.16,-7.91,-5.83,0.36,7.62,11.73,32.4,26,36.9,36.9,52.7,97.7,85.7,82.2,300.37,299.265,307.13,300.27,299.96,297.715,302.255,300.995,275.575,281.97,288.435,290.695,289.345,285.1,297.715,286.9764286,0.108225,0.07805,0.077225,0.043275,0.05175,0.096675,0.087833333,0.07757619,0.195525,0.17995,0.2701,0.42295,0.3933,0.2916,0.215191667,0.369283333,0.249025,0.181975,0.1882,0.090975,0.096175,0.146225,0.2064,0.111125,54
2004,195,-93.85748477,37.72465842,62.5,58.3,45,5.2,23.8,80.1,107.8,127.1,59.5,70.7,100.4,63.6,13.8,165.9,97.8,120.9,22.67,14.88,9.27,5.84,7.86,16.34,20.79,26.34,7.61,2.59,-2.05,-6.34,-5.06,3.29,7.52,13.69,25.4,34.3,84.5,94.5,108.2,148.9,134,121.9,298.97,299.595,304.94,299.72,295.905,298.89,301.1683334,299.8840476,277.03,282.32,288.2,290.09,286.53,284.21,298.89,286.7528572,0.10835,0.1046,0.07175,0.05345,0.047825,0.0855,0.0949,0.080910714,0.193275,0.206725,0.2518,0.4095,0.4464,0.32535,0.217266667,0.39375,0.2765,0.20105,0.178675,0.106575,0.091075,0.14145,0.218741667,0.113033333,42.3
2005,195,-93.85748477,37.72465842,92.3,53,39.1,15.4,44.1,66.5,92.9,97.9,134.5,162.9,32.6,121.7,62.1,33.6,75.5,57.1,22.38,14.79,10.16,6.42,11.18,14.61,20.91,25.58,9.71,4.01,-3.58,-4.37,-1.33,0.27,7.51,11.24,80,148.9,140.7,148.9,148.9,114.8,93.6,49.9,297.55,302.23,308.235,301.065,299.22,300.44,302.6716666,301.630238,275.565,278.915,290.49,293.67,288.235,287.8,300.44,287.8735714,0.08485,0.085675,0.067875,0.050525,0.0515,0.107675,0.079466667,0.075366667,0.170825,0.20705,0.292,0.4074,0.39635,0.248275,0.223291667,0.350675,0.21085,0.236475,0.160825,0.09995,0.0887,0.1718,0.202716667,0.12015,45
2006,195,-93.85748477,37.72465842,40.9,47.8,12.8,28.8,2.6,75.1,121,107.8,36.8,46.1,12.5,27.5,0.6,77.4,125.9,112.4,22.26,16.94,7.18,13.54,10.08,16.06,24.24,25.69,8.11,2.11,-5.18,-1.09,-5.24,2.22,9.52,12.92,25.5,21.5,20.7,18,16,14.4,13,12,302.93,305.97,308.935,301.85,297.805,298.275,305.945,303.1014286,276.35,284.025,288.13,292.7,289.66,283.085,298.275,287.4607142,0.104575,0.0835,0.080975,0.050325,0.057,0.100975,0.089683333,0.081004762,0.202675,0.21175,0.2789,0.4115,0.4132,0.28795,0.231108333,0.370883333,0.2433,0.218425,0.2111,0.106525,0.097825,0.1537,0.224275,0.11935,30
2007,195,-93.85748477,37.72465842,65.1,63.2,46.6,5.8,12,87.8,109,133.7,67.9,67.4,64.4,46.3,39.4,78.1,113.4,157.5,20.88,16.22,11.17,5.73,6.95,19.54,18.9,26.32,6.61,2.17,-1.38,-5.65,-6.22,6.12,5.12,14.6,8.4,9.3,23.9,32.7,44.9,73.8,72.6,88.5,290.905,302.05,306.96,302.435,299.935,298.675,299.9716666,300.1330952,274.235,281.97,289.735,290.25,293.16,285.835,298.675,287.6942858,0.087825,0.10005,0.070325,0.065275,0.0594,0.09585,0.086066667,0.080684524,0.164025,0.220125,0.2973,0.41285,0.4222,0.25705,0.22715,0.364033333,0.2136,0.248725,0.1528,0.117425,0.0938,0.158225,0.205041667,0.12315,35.4
2008,195,-93.85748477,37.72465842,95.9,22.7,26.8,8.7,16.6,77.9,100.6,144.1,99.3,14.9,77.5,35.2,87.7,146.6,178.5,212.2,23.57,15.89,7.56,6.96,7.15,14.45,19.03,24.57,9.59,1.17,-4.2,-6.47,-5.46,0.28,5.4,11.6,38.1,29.5,68.7,75.1,121.7,148.9,148.9,148.9,289.255,302.45,305.93,302.13,298.03,296.45,299.2116666,299.065238,274.3,281.72,288.55,291.395,288.855,282.865,296.45,286.305,0.089075,0.08575,0.080625,0.05055,0.0506,0.082525,0.08515,0.074896429,0.15735,0.203625,0.23415,0.390375,0.38615,0.29805,0.198375,0.358191667,0.17455,0.222,0.199575,0.1135,0.0961,0.1407,0.198708333,0.116766667,39.5
2009,195,-93.85748477,37.72465842,81.7,50.3,17.7,3.6,56.6,86.8,103,126.2,65.3,43,61.2,10.4,50.1,111.7,137.8,157.7,21.58,14.02,7.86,6.3,12.13,15.94,19.42,24.46,7.11,1.16,-6.25,-7.77,-3.02,1.9,6.22,11.89,129.2,119.7,138.1,138.1,148.9,148.9,148.9,148.9,299.92,305.065,304.48,298.245,298.4,297.635,303.155,300.9857142,273.25,281.695,287.32,287.13,287.71,283.465,297.635,285.4578572,0.108825,0.104025,0.079225,0.05,0.051725,0.083125,0.097358333,0.082040476,0.18845,0.2262,0.32305,0.44035,0.337375,0.2313,0.2459,0.336341667,0.243025,0.27225,0.16495,0.087925,0.082,0.131875,0.226741667,0.1006,38.5
2010,195,-93.85748477,37.72465842,70.8,50.2,6.6,0,2.3,69.5,105.3,129.9,245.5,33.4,65.4,34,37.6,89.1,75.1,184.4,17.25,17.41,5.37,2.64,4.37,14.71,23.27,25.15,5.71,4.38,-5.38,-7.35,-6.11,1.68,9.09,12.9,148.9,130.4,143.7,143.7,148.9,148.9,115,148.9,299.775,307.945,300.925,300.85,299.57,297.855,302.8816666,301.400238,275.245,282.15,290.07,291.97,291.41,283.63,297.855,287.4757142,0.095775,0.10045,0.064725,0.0589,0.063125,0.10075,0.086983333,0.081529762,0.1965,0.246875,0.2818,0.416975,0.357,0.27135,0.241725,0.348441667,0.2024,0.22575,0.122225,0.110775,0.1059,0.160975,0.183458333,0.125883333,35.8
2011,195,-93.85748477,37.72465842,77,63.7,14.2,0,16.7,76.6,123.7,126.2,22.2,60.6,17.2,20,72.3,85.1,143.3,153.3,24.27,16.09,6.92,4.37,7.87,14.64,22.22,24.26,7.12,1.68,-5.42,-8.66,-5.85,2.09,7.42,11.52,93,86.9,86.9,86.9,128.1,148.9,148.9,148.9,295.49,306.2,301.895,301.565,298.65,298.135,301.195,300.4471428,272.665,282.81,289.975,294.63,288.865,282.09,298.135,287.0242858,0.2149,0.10945,0.0857,0.038,0.0522,0.09495,0.136683333,0.104554762,0.2772,0.230725,0.3339,0.4387,0.38425,0.2572,0.280608333,0.36005,0.277875,0.26685,0.16495,0.067925,0.09085,0.136625,0.236558333,0.098466667,44
2012,195,-93.85748477,37.72465842,40.3,65.7,40.6,36.7,52.9,95.2,117.3,114.6,37.6,126.5,83.9,17.4,74.5,104.5,109.4,65,23.66,15.38,9.96,11.07,11.36,21.8,22.82,28.83,7.11,2.87,-1.98,-4.15,-1.55,7.28,9.25,14.6,22.6,77.1,116.1,96,113.9,118,104.7,51.8,300.07,307.655,306.35,302.94,300.645,301.64,304.6916666,303.427381,278.855,284.41,290.91,293.425,286.96,281.34,301.64,288.22,0.11165,0.08995,0.077825,0.057675,0.0739,0.124375,0.093141667,0.089788095,0.21245,0.2153,0.35285,0.391425,0.38105,0.279025,0.2602,0.3505,0.22735,0.219625,0.1661,0.0959,0.104875,0.179375,0.204358333,0.126716667,56
2013,195,-93.85748477,37.72465842,85.8,30.7,31.8,35.3,38.8,69.9,95.3,117.6,89.2,29.9,32,48.8,65.9,82.7,124.9,208.1,20.95,17.12,11.04,9.05,8.61,11.77,18.8,24.26,6.41,1.19,-1.7,-4.58,-3.95,-1.1,5,11.72,19.1,16.8,15.4,24.9,48.3,58.9,82.2,148.9,291.855,301.695,305.445,304.425,301.675,299.23,299.665,300.57,272.965,282.28,289.21,290.735,290.375,287.645,299.23,287.4914286,0.090475,0.087775,0.09195,0.05635,0.053975,0.106475,0.090066667,0.082438095,0.149025,0.17765,0.2401,0.3842,0.3988,0.3245,0.188925,0.369166667,0.201275,0.203875,0.245025,0.13285,0.0946,0.149925,0.216725,0.125791667,41
2014,195,-93.85748477,37.72465842,88.2,48.1,8.2,1.8,2.1,83.9,103.3,122.3,159.8,38.3,41.9,20,28.1,48.1,91.8,107,21.25,13.39,6.67,5.78,5.33,14.03,20.84,26.45,7.49,0.19,-6.27,-9.05,-8,-2.03,6.12,12.69,101.3,89.6,96.8,97.5,100.1,124.1,108.8,88.2,290.71,301.265,303.57,296.985,297.575,294.815,298.515,297.6335714,272.955,281.14,288.53,288.115,289.735,285.105,294.815,285.7707142,0.1857,0.1085,0.0702,0.052375,0.0692,0.07765,0.121466667,0.097870238,0.243125,0.20695,0.300225,0.4266,0.36505,0.264025,0.2501,0.351891667,0.21395,0.259925,0.1697,0.105,0.092525,0.12585,0.214525,0.107791667,51.7
